primerid	lrstat	p.value	FDR	AUC	expressingFracPos	expressingFracNeg
TMCO1	8.9524759935496	0.0113761297911904	0.524164603619136	0.819047619047619	0.857	0.533
TMEM115	7.6270266268429	0.0220705019943043	0.524164603619136	0.790476190476191	0.714	0.333
TMEM120A	9.92991575888763	0.00697824463045509	0.524164603619136	0.742857142857143	0.714	0.2
TMEM54	6.93583364727282	0.0311819204888504	0.524164603619136	0.740476190476191	0.643	0.267
TNFRSF1A	9.37728002131158	0.00919918845109264	0.524164603619136	0.804761904761905	0.714	0.2
TNIP1	9.55105547920033	0.00843363215116394	0.524164603619136	0.761904761904762	1	0.6
TOMM6	8.02375143492515	0.0180994139902715	0.524164603619136	0.804761904761905	0.857	0.8
TP53INP1	9.94285729469941	0.00693323580693259	0.524164603619136	0.7	0.786	0.333
TRABD	8.08308019685591	0.0175703914350607	0.524164603619136	0.776190476190476	0.643	0.2
TRAP1	7.34063544997726	0.0254683767213349	0.524164603619136	0.628571428571429	0.571	0.533
TRIB1	6.84408927549113	0.032645618191094	0.524164603619136	0.788095238095238	0.929	0.8
TRIB3	7.83870754025312	0.0198539207963584	0.524164603619136	0.838095238095238	0.857	0.467
TRMT12	7.60468714313964	0.0223184057370902	0.524164603619136	0.69047619047619	0.571	0.4
TROVE2	8.08402669912288	0.0175620781946787	0.524164603619136	0.8	1	0.8
TRPM4	7.06081455758722	0.029292983026421	0.524164603619136	0.721428571428571	0.643	0.4
TTC39A	8.34056877091881	0.0154478663506075	0.524164603619136	0.619047619047619	0.571	0.667
TUFM	9.2193598326211	0.00995500423242316	0.524164603619136	0.785714285714286	1	0.867
TUFT1	7.29696541495222	0.0260305948573604	0.524164603619136	0.780952380952381	0.857	0.467
TUG1	7.35823563934434	0.0252452358651138	0.524164603619136	0.833333333333333	1	1
TXN	7.5582924898045	0.0228421847343136	0.524164603619136	0.792857142857143	0.929	0.8
TXNDC9	7.69817302364569	0.021299184107282	0.524164603619136	0.714285714285714	0.857	0.4
TXNL4A	7.12960191716175	0.0283026183168995	0.524164603619136	0.738095238095238	0.643	0.333
UBA1	8.03737138043193	0.0179765762098382	0.524164603619136	0.733333333333333	1	1
UBC	7.66186663815637	0.021689363083915	0.524164603619136	0.795238095238095	1	1
UBE2L3	7.7125732819217	0.0211463780031623	0.524164603619136	0.819047619047619	1	0.933
UQCRC2	7.0002572511693	0.0301934995160112	0.524164603619136	0.847619047619048	1	0.933
UQCRQ	7.02389357799195	0.0298387680706045	0.524164603619136	0.8	1	0.8
URI1	7.58298572717476	0.0225618948661088	0.524164603619136	0.819047619047619	0.857	0.533
USMG5	7.00285267644956	0.0301543424428491	0.524164603619136	0.766666666666667	0.786	0.6
VARS	8.19027375291562	0.0166534666593722	0.524164603619136	0.757142857142857	0.714	0.2
VAT1	8.26462653366801	0.0160457178306293	0.524164603619136	0.795238095238095	0.786	0.333
VKORC1	8.19036582403993	0.0166527000253191	0.524164603619136	0.833333333333333	0.929	0.733
VPS37C	7.04526718017494	0.0295215849466207	0.524164603619136	0.797619047619048	0.786	0.4
XPNPEP3	9.19989804664522	0.0100523481668822	0.524164603619136	0.6	1	0.667
ZDHHC13	8.43575112428098	0.0147299040545	0.524164603619136	0.757142857142857	0.643	0.2
ZDHHC9	9.53377783426697	0.00850680440807024	0.524164603619136	0.788095238095238	0.643	0.133
ZKSCAN1	7.19922353878576	0.0273343324120703	0.524164603619136	0.80952380952381	0.857	0.533
ZNF277	7.11767677483441	0.0284718788051196	0.524164603619136	0.742857142857143	0.786	0.333
AFF4	6.75033512722389	0.0342123850805217	0.529745983912333	0.602380952380952	0.643	0.667
BCKDHA	6.68365399021139	0.0353722736799867	0.529745983912333	0.747619047619048	1	0.8
BLOC1S1	6.68347172065758	0.0353754974711548	0.529745983912333	0.747619047619048	0.929	0.6
C6orf132	6.78467159553739	0.0336300321321776	0.529745983912333	0.733333333333333	0.714	0.333
CCNC	6.67691272891934	0.035491701710492	0.529745983912333	0.771428571428571	0.786	0.333
CDK7	6.71998001388478	0.0347356060579167	0.529745983912333	0.647619047619048	0.571	0.2
CSTF1	6.68657196113393	0.0353207036760465	0.529745983912333	0.695238095238095	0.571	0.267
DOK1	6.77694463888566	0.0337602123447057	0.529745983912333	0.671428571428571	0.571	0.2
EIF3K	6.75995722859393	0.0340481828711412	0.529745983912333	0.780952380952381	0.929	0.867
HIRIP3	6.71258285482865	0.0348643163352516	0.529745983912333	0.604761904761905	0.429	0.333
HNRNPAB	6.68969453551552	0.0352656009406179	0.529745983912333	0.733333333333333	0.714	0.4
IPO4	6.68297217337889	0.0353843344414769	0.529745983912333	0.742857142857143	0.714	0.4
MMGT1	6.73940585619797	0.034399855056036	0.529745983912333	0.728571428571429	0.643	0.2
MRPS23	6.67711953457307	0.0354880319579394	0.529745983912333	0.680952380952381	0.786	0.733
NDUFS4	6.77621633121734	0.0337725084941822	0.529745983912333	0.735714285714286	0.643	0.267
NHP2L1	6.68905802118337	0.0352768262570072	0.529745983912333	0.764285714285714	0.929	0.933
PLXNB1	6.79386294872529	0.0334758339744779	0.529745983912333	0.666666666666667	0.571	0.4
PTOV1	6.66723771923841	0.0356638089384571	0.529745983912333	0.666666666666667	0.714	0.667
SAP30L	6.74227038602358	0.0343506206174298	0.529745983912333	0.6	0.571	0.6
SUSD4	6.68350323639663	0.0353749400330733	0.529745983912333	0.657142857142857	0.5	0.333
TBC1D22B	6.73281527976246	0.0345133994711338	0.529745983912333	0.714285714285714	0.643	0.2
TCTN3	6.74109133124584	0.0343708772194325	0.529745983912333	0.742857142857143	0.786	0.333
TRAK1	6.77426463291324	0.0338054814536595	0.529745983912333	0.79047619047619	0.786	0.467
TRAPPC11	6.7226638249342	0.0346890254166432	0.529745983912333	0.611904761904762	0.5	0.4
UQCR10	6.7189352795441	0.0347537555380968	0.529745983912333	0.771428571428571	1	0.867
SLC6A8	6.66044715521902	0.0357851034253148	0.530336863064004	0.652380952380953	1	0.733
ACOT7	6.63722340303031	0.036203057531712	0.530430504425775	0.728571428571429	0.714	0.333
ADD1	6.50356335210811	0.038705186259413	0.530430504425775	0.676190476190476	1	0.733
AFF3	6.44786174432721	0.0397983083181732	0.530430504425775	0.747619047619048	0.643	0.2
BTBD6	6.44421503371172	0.039870940972329	0.530430504425775	0.723809523809524	0.714	0.533
BTF3	6.46318892608909	0.0394944760754912	0.530430504425775	0.757142857142857	1	1
C16orf53	6.45469920378152	0.0396624809692256	0.530430504425775	0.692857142857143	0.786	0.8
CCDC109B	6.52615764637637	0.038270388685731	0.530430504425775	0.728571428571429	0.643	0.2
CEP70	6.57817996387813	0.0372877665022546	0.530430504425775	0.676190476190476	0.571	0.2
CNOT8	6.48621543057445	0.0390423737881018	0.530430504425775	0.740476190476191	0.929	0.533
COX6C	6.56747318713505	0.0374879176632906	0.530430504425775	0.719047619047619	0.929	1
CPD	6.54548337525315	0.0379023680382021	0.530430504425775	0.75	0.929	0.667
DALRD3	6.53117756351055	0.0381744520446464	0.530430504425775	0.752380952380952	0.857	0.667
DGUOK	6.44028209115581	0.0399494231737826	0.530430504425775	0.738095238095238	0.714	0.267
EIF3IP1	6.56593076887966	0.0375168398386601	0.530430504425775	0.761904761904762	0.643	0.2
ELOVL5	6.44087285964942	0.0399376244861673	0.530430504425775	0.79047619047619	0.857	0.733
ERBB2	6.56494831922505	0.0375352735690132	0.530430504425775	0.761904761904762	0.714	0.267
FAM195B	6.5024986675507	0.0387257961517358	0.530430504425775	0.723809523809524	0.643	0.2
FBXL16	6.57699303478609	0.0373099020373519	0.530430504425775	0.719047619047619	0.571	0.267
FLJ90757	6.45660759035907	0.0396246533463706	0.530430504425775	0.619047619047619	0.429	0.333
HSPA4	6.5075297815492	0.0386285016304386	0.530430504425775	0.776190476190476	1	0.867
IRAK1	6.59357960996726	0.0370017598119577	0.530430504425775	0.780952380952381	0.857	0.6
KIAA1522	6.47322171098795	0.0392968523773455	0.530430504425775	0.728571428571429	0.643	0.2
MAN1B1	6.47285402485044	0.0393040774954026	0.530430504425775	0.752380952380952	0.714	0.267
MRP63	6.46991244622568	0.0393619280450723	0.530430504425775	0.714285714285714	0.714	0.467
MRPL51	6.50071478933978	0.038760352612552	0.530430504425775	0.776190476190476	0.929	0.6
MRPS6	6.50930084977332	0.0385943099157463	0.530430504425775	0.685714285714286	0.643	0.467
NAPA	6.52962232439416	0.0382041487900681	0.530430504425775	0.761904761904762	1	0.8
NAV1	6.53193989683043	0.0381599039890584	0.530430504425775	0.673809523809524	0.786	0.8
NDUFS6	6.56091460413164	0.0376110532615135	0.530430504425775	0.776190476190476	0.857	0.6
PGRMC2	6.62043767760637	0.036508183472303	0.530430504425775	0.771428571428571	0.929	0.733
PLEKHO2	6.47799245638826	0.0392032264492434	0.530430504425775	0.685714285714286	0.571	0.2
PLP2	6.47684100386212	0.0392258032747193	0.530430504425775	0.79047619047619	0.857	0.533
POLDIP3	6.65047611593348	0.0359639562279859	0.530430504425775	0.776190476190476	0.786	0.467
RPL34	6.5363280637663	0.0380762697583708	0.530430504425775	0.752380952380952	0.929	0.867
RPS15A	6.59950819452552	0.036892238188282	0.530430504425775	0.776190476190476	1	1
RUVBL1	6.47724896642407	0.0392178027611253	0.530430504425775	0.728571428571429	0.714	0.267
SAR1B	6.5124780588158	0.0385330474942837	0.530430504425775	0.780952380952381	0.929	0.6
SEPHS2	6.51158936224487	0.0385501733925215	0.530430504425775	0.838095238095238	0.929	0.867
SHFM1	6.59212966275927	0.0370285948372899	0.530430504425775	0.785714285714286	0.857	0.533
SLC7A2	6.48045165203766	0.0391550518710281	0.530430504425775	0.609523809523809	0.571	0.533
SOX13	6.44530094855961	0.0398492986248967	0.530430504425775	0.633333333333333	0.5	0.333
TSPAN1	6.57778217166169	0.0372951836314906	0.530430504425775	0.785714285714286	0.929	0.6
WHSC1L1	6.50563891642421	0.0386650395430649	0.530430504425775	0.84047619047619	0.786	0.4
YIPF3	6.45745330000013	0.039607901412759	0.530430504425775	0.752380952380952	1	0.933
CSRP1	6.41605588406168	0.0404362773781424	0.53097520257436	0.745238095238095	0.929	0.533
ISG20	6.42085758607473	0.0403393123467718	0.53097520257436	0.821428571428571	0.786	0.4
PPP6R1	6.42599059048148	0.0402359141553506	0.53097520257436	0.723809523809524	0.786	0.333
RPL22	6.41662378892268	0.0404247970289142	0.53097520257436	0.738095238095238	1	0.933
ZBTB25	6.41388827724467	0.0404801261108028	0.53097520257436	0.742857142857143	0.714	0.4
AFG3L2	6.28810887472288	0.0431076657800622	0.532196969972896	0.766666666666667	0.857	0.467
ALG3	6.40342245313579	0.0406925102598309	0.532196969972896	0.723809523809524	0.643	0.2
ARHGAP12	6.35367210943756	0.0417174382257912	0.532196969972896	0.638095238095238	0.714	0.333
BRK1	6.27513809444603	0.043388144333943	0.532196969972896	0.8	1	0.867
CNPPD1	6.29780787924431	0.0428991211349783	0.532196969972896	0.676190476190476	1	0.733
COX6B1	6.38012287090458	0.0411693416042512	0.532196969972896	0.7	0.786	0.733
DCTN5	6.30773260138117	0.0426867675297875	0.532196969972896	0.776190476190476	0.857	0.667
ECI1	6.37508314254355	0.0412732135701552	0.532196969972896	0.738095238095238	0.643	0.2
EMP3	6.29386504964276	0.0429837765153415	0.532196969972896	0.604761904761905	0.786	0.467
ESYT1	6.28652185782506	0.0431418856521547	0.532196969972896	0.752380952380952	0.786	0.6
FBXO25	6.36971128349168	0.041384219523462	0.532196969972896	0.719047619047619	0.643	0.2
GNPTG	6.2771432577738	0.0433446659749485	0.532196969972896	0.654761904761905	0.643	0.533
HN1L	6.29379937242091	0.042985188066031	0.532196969972896	0.652380952380952	1	0.733
JUP	6.39489857218931	0.0408663094140138	0.532196969972896	0.733333333333333	0.929	1
KRT19	6.30046195657904	0.0428422300990873	0.532196969972896	0.742857142857143	0.929	1
MLEC	6.3394028822344	0.0420161403229414	0.532196969972896	0.714285714285714	0.857	0.867
NAGK	6.27291939929081	0.0434363035744863	0.532196969972896	0.761904761904762	0.786	0.6
NUPR1	6.36001135711813	0.0415854189752448	0.532196969972896	0.761904761904762	0.714	0.4
PPP1R11	6.35016466157153	0.0417906632851341	0.532196969972896	0.771428571428571	1	0.733
RAB14	6.35566177380642	0.0416759570124364	0.532196969972896	0.747619047619048	1	0.733
RPAP1	6.28019768382922	0.0432785199587752	0.532196969972896	0.714285714285714	0.643	0.2
RPL9	6.3941535860764	0.0408815346659877	0.532196969972896	0.747619047619048	1	1
RPS3A	6.28583749983521	0.0431566504251799	0.532196969972896	0.757142857142857	1	1
RPS4X	6.2944432948996	0.0429713507292703	0.532196969972896	0.771428571428571	1	1
S100A11	6.32242717372142	0.0423742849881143	0.532196969972896	0.780952380952381	0.929	0.867
SEPHS1	6.33315567584843	0.0421475872601714	0.532196969972896	0.733333333333333	0.643	0.2
SRD5A3	6.36504515501758	0.0414808842847122	0.532196969972896	0.688095238095238	0.786	0.4
SUGT1	6.38662458513537	0.0410357232619044	0.532196969972896	0.771428571428571	0.857	0.733
TP53RK	6.31440024469857	0.0425446944144591	0.532196969972896	0.719047619047619	0.714	0.267
TTC37	6.33273358235115	0.0421564833101337	0.532196969972896	0.704761904761905	0.571	0.2
ZDHHC4	6.35565034116524	0.0416761952462484	0.532196969972896	0.714285714285714	0.714	0.267
ABHD11	6.1764948269981	0.0455817704374989	0.532456617969659	0.704761904761905	0.786	0.867
AK2	6.25424777321298	0.0438437155858665	0.532456617969659	0.788095238095238	0.929	0.533
ATG5	6.12909412632602	0.046674977894321	0.532456617969659	0.728571428571429	0.643	0.2
BASP1	6.16886547999953	0.0457559820782452	0.532456617969659	0.714285714285714	0.643	0.2
BHLHE40	6.24375784613932	0.0440742783936352	0.532456617969659	0.70952380952381	0.571	0.267
C20orf24	6.17056441911472	0.0457171302684429	0.532456617969659	0.735714285714286	0.929	0.933
CARHSP1	6.12051012209466	0.0468757375203752	0.532456617969659	0.719047619047619	0.643	0.2
CAT	6.08411615766874	0.0477365427579679	0.532456617969659	0.647619047619048	0.857	0.533
CD24	6.13986168046977	0.046424365444618	0.532456617969659	0.742857142857143	0.857	0.667
CHMP1A	6.10994628750559	0.04712398632676	0.532456617969659	0.628571428571429	0.571	0.533
CYB561D2	6.14306247590711	0.0463501274170999	0.532456617969659	0.666666666666667	0.571	0.467
DYNC1I2	6.09679827036815	0.0474348003442862	0.532456617969659	0.69047619047619	0.857	0.467
EFNA1	6.08615331475772	0.0476879440947062	0.532456617969659	0.723809523809524	0.929	1
EIF2S3	6.06345090099922	0.048232343764938	0.532456617969659	0.8	0.857	0.733
EIF3E	6.15242529689067	0.0461336505482086	0.532456617969659	0.747619047619048	1	0.8
ELF3	6.12555768668725	0.0467575825253533	0.532456617969659	0.8	1	0.933
EMC7	6.0666713651915	0.0481547409929404	0.532456617969659	0.678571428571429	0.643	0.267
FAM213B	6.15018789234322	0.0461852892467514	0.532456617969659	0.680952380952381	0.714	0.667
FASTK	6.09947090672507	0.0473714546926939	0.532456617969659	0.704761904761905	0.571	0.267
FLJ10038	6.21035388125695	0.0448165879824231	0.532456617969659	0.70952380952381	0.643	0.2
GALNT7	6.09475219846684	0.0474833526815093	0.532456617969659	0.742857142857143	0.643	0.2
GPR146	6.06696637027889	0.0481476385699786	0.532456617969659	0.669047619047619	0.643	0.267
GTDC2	6.07522216211349	0.0479492997718885	0.532456617969659	0.714285714285714	0.643	0.2
GUSB	6.17045148820179	0.0457197117799542	0.532456617969659	0.607142857142857	0.643	0.667
ILKAP	6.11792835010553	0.0469362878267882	0.532456617969659	0.704761904761905	0.714	0.267
KRT18	6.06122284690483	0.048286105841085	0.532456617969659	0.766666666666667	1	1
KTN1	6.14303652241948	0.0463507288947319	0.532456617969659	0.742857142857143	1	0.733
LOC100134713	6.1616985948539	0.0459202401412828	0.532456617969659	0.714285714285714	0.643	0.2
LSM10	6.09330339272978	0.0475177622200788	0.532456617969659	0.70952380952381	0.571	0.267
MED29	6.21781223901027	0.0446497701492897	0.532456617969659	0.745238095238095	0.786	0.4
MFSD5	6.17471737366023	0.0456222981788788	0.532456617969659	0.742857142857143	0.643	0.2
MID2	6.13348683336338	0.0465725756393305	0.532456617969659	0.719047619047619	0.643	0.2
MRPL21	6.26261532176094	0.0436606665614292	0.532456617969659	0.742857142857143	0.714	0.333
MRPL53	6.12938635536969	0.0466681585004626	0.532456617969659	0.730952380952381	0.643	0.267
MUS81	6.13402935859981	0.0465599439538551	0.532456617969659	0.728571428571429	0.643	0.2
MYEOV2	6.11618639176582	0.04697718616401	0.532456617969659	0.692857142857143	0.643	0.4
MYL5	6.20110970344591	0.0450242136991431	0.532456617969659	0.726190476190476	0.643	0.267
NANS	6.07215763673936	0.0480228270119372	0.532456617969659	0.788095238095238	0.929	0.667
NDUFB3	6.06950004504071	0.0480866819608432	0.532456617969659	0.669047619047619	0.643	0.267
NHP2	6.10224727113027	0.047305740104842	0.532456617969659	0.7	0.714	0.6
NSUN5P2	6.16183813845635	0.0459170363151851	0.532456617969659	0.719047619047619	0.571	0.2
PARVB	6.13523694202609	0.0465318399308734	0.532456617969659	0.680952380952381	0.929	0.6
POLR2G	6.15329952887856	0.04611348919844	0.532456617969659	0.776190476190476	1	0.867
RBM47	6.1715978290507	0.0456935141019316	0.532456617969659	0.733333333333333	0.786	0.6
RPS19	6.14348361837434	0.0463403684411074	0.532456617969659	0.761904761904762	1	0.933
SIVA1	6.2636972999437	0.0436370530050113	0.532456617969659	0.738095238095238	0.786	0.333
SNRNP25	6.16701586586216	0.0457983171067551	0.532456617969659	0.723809523809524	0.857	0.6
THSD4	6.12377727556588	0.0467992249177164	0.532456617969659	0.728571428571429	0.714	0.267
ZNF593	6.06254228078292	0.0482542611845256	0.532456617969659	0.685714285714286	0.571	0.2
ZFP106	6.05776035598393	0.0483697733462218	0.532476726549102	0.69047619047619	1	0.867
POLR1C	6.05427054773206	0.0484542476416443	0.532505633710368	0.733333333333333	0.571	0.2
MICALL1	6.05031735818806	0.0485501167702105	0.532659459876879	0.680952380952381	0.571	0.267
ATP5I	6.0426179047009	0.0487373816812345	0.532916647425397	0.740476190476191	0.786	0.533
CREBL2	6.04508440960167	0.0486773132332442	0.532916647425397	0.738095238095238	0.929	0.6
HSD17B4	6.03354217405978	0.0489590479207679	0.53444222445053	0.795238095238095	1	0.933
BRP44	6.0249235490487	0.0491704830009511	0.534539838096105	0.719047619047619	0.929	1
DNAJC12	5.99405721897701	0.0499352251972977	0.534539838096105	0.719047619047619	0.714	0.4
FSCN3	6.00849763324878	0.0495759809974208	0.534539838096105	0.604761904761905	0.714	0.733
HSP90B1	5.99742234735163	0.0498512766199353	0.534539838096105	0.733333333333333	1	0.733
PGD	6.02919444527449	0.0490655940181657	0.534539838096105	0.797619047619048	0.929	0.8
RPL13AP20	5.99371340137343	0.0499438102399295	0.534539838096105	0.79047619047619	0.857	0.467
