gs_name	gene	species
cell-type_Tcell	Cnot6l	mm
cell-type_Tcell	Cst7	mm
cell-type_Vascular	Sele	mm
cell-type_Vascular	Ackr1	mm
cell-type_Vascular	Fabp4	mm
cell-type_Vascular	Stc1	mm
cell-type_Vascular	Cldn5	mm
cell-type_Vascular	Angpt2	mm
cell-type_Vascular	Csf3	mm
cell-type_Vascular	Adgrl4	mm
cell-type_Vascular	Adamts9	mm
cell-type_Vascular	Aqp1	mm
cell-type_Vascular	Gng11	mm
cell-type_Vascular	Tm4sf1	mm
cell-type_Vascular	Sparcl1	mm
cell-type_Vascular	Cd93	mm
cell-type_Vascular	Vwf	mm
cell-type_Vascular	Rbp7	mm
cell-type_Vascular	Pecam1	mm
cell-type_Vascular	Spry1	mm
cell-type_Adipocytes	Pde3b	mm
cell-type_Adipocytes	Acacb	mm
cell-type_Adipocytes	Wdpcp	mm
cell-type_Adipocytes	Pcdh9	mm
cell-type_Adipocytes	Clstn2	mm
cell-type_Adipocytes	Adipoq	mm
cell-type_Adipocytes	Trhde	mm
cell-type_Adipocytes	Sox5	mm
cell-type_Adipocytes	Gpam	mm
cell-type_Adipocytes	Aqp7	mm
cell-type_Adipocytes	Cpm	mm
cell-type_Adipocytes	Plin1	mm
cell-type_Adipocytes	Cav2	mm
cell-type_Adipocytes	Ghr	mm
cell-type_Adipocytes	Marc1	mm
cell-type_Basal	Klhl29	mm
cell-type_Basal	Il1rapl2	mm
cell-type_Basal	Nrg1	mm
cell-type_Basal	Sema3c	mm
cell-type_Basal	Ptprt	mm
cell-type_Basal	Samd5	mm
cell-type_Basal	Trp63	mm
cell-type_Basal	Gria4	mm
cell-type_Basal	Rbbp8	mm
cell-type_Basal	Fhod3	mm
cell-type_Basal	Tmeff2	mm
cell-type_Basal	Klhl13	mm
cell-type_Basal	Cacna1c	mm
cell-type_Fibroblast	Lama2	mm
cell-type_Fibroblast	Dclk1	mm
cell-type_Fibroblast	Negr1	mm
cell-type_Fibroblast	Ank2	mm
cell-type_Fibroblast	Kazn	mm
cell-type_Fibroblast	Slit2	mm
cell-type_Fibroblast	Bicc1	mm
cell-type_Fibroblast	Nova1	mm
cell-type_Fibroblast	Col5a2	mm
cell-type_Fibroblast	Dlc1	mm
cell-type_Fibroblast	Hpse2	mm
cell-type_Fibroblast	Abca9	mm
cell-type_Fibroblast	Slit3	mm
cell-type_Fibroblast	Abca6	mm
cell-type_Fibroblast	Robo2	mm
cell-type_LumHR	Aff3	mm
cell-type_LumHR	Erbb4	mm
cell-type_LumHR	Ttc6	mm
cell-type_LumHR	Mybpc1	mm
cell-type_LumHR	Nek10	mm
cell-type_LumHR	Thsd4	mm
cell-type_LumHR	Esr1	mm
cell-type_LumHR	Inpp4b	mm
cell-type_LumHR	Prlr	mm
cell-type_LumHR	Xbp1	mm
cell-type_LumHR	Serhl	mm
cell-type_LumHR	Dio2	mm
cell-type_LumHR	Alcam	mm
cell-type_LumHR	Pi15	mm
cell-type_LumHR	St8sia6	mm
cell-type_LumHR	Cadps2	mm
cell-type_LumHR	Efhd1	mm
cell-type_LumSec	Cobl	mm
cell-type_LumSec	Gabrp	mm
cell-type_LumSec	Elf5	mm
cell-type_LumSec	Kit	mm
cell-type_LumSec	Barx2	mm
cell-type_LumSec	Ehf	mm
cell-type_LumSec	Hs3st4	mm
cell-type_LumSec	Slc12a2	mm
cell-type_LumSec	Tfcp2l1	mm
cell-type_LumSec	Sorbs2	mm
cell-type_LumSec	Shank2	mm
cell-type_LumSec	Pde4b	mm
cell-type_LumSec	Cx3cl1	mm
cell-type_Lymphatic	Pkhd1l1	mm
cell-type_Lymphatic	Klhl4	mm
cell-type_Lymphatic	Rhoj	mm
cell-type_Lymphatic	St6galnac3	mm
cell-type_Lymphatic	Gpm6a	mm
cell-type_Lymphatic	Stox2	mm
cell-type_Lymphatic	Nrg3	mm
cell-type_Lymphatic	Pde1a	mm
cell-type_Lymphatic	Reln	mm
cell-type_Lymphatic	Kalrn	mm
cell-type_Lymphatic	Hecw2	mm
cell-type_Lymphatic	Zdhhc14	mm
cell-type_Lymphatic	Cnksr3	mm
cell-type_Lymphatic	Stk32b	mm
cell-type_Mast	Ntm	mm
cell-type_Mast	Il18r1	mm
cell-type_Mast	Sytl3	mm
cell-type_Mast	Slc24a3	mm
cell-type_Mast	Hpgd	mm
cell-type_Mast	Tpsab1	mm
cell-type_Mast	Tpsb2	mm
cell-type_Mast	Hdc	mm
cell-type_Mast	Rab27b	mm
cell-type_Mast	Tnfaip3	mm
cell-type_Mast	Slc18a2	mm
cell-type_Mast	Cpa3	mm
cell-type_Mast	Tnik	mm
cell-type_Mast	Cpm	mm
cell-type_Mast	Cd69	mm
cell-type_Mast	Srgn	mm
cell-type_Mast	Slc8a3	mm
cell-type_Mast	Gpat3	mm
cell-type_Mast	Rhoh	mm
cell-type_Mast	Rgs13	mm
cell-type_Myeloid	F13a1	mm
cell-type_Myeloid	Mrc1	mm
cell-type_Myeloid	Rbpj	mm
cell-type_Myeloid	Tbxas1	mm
cell-type_Myeloid	Frmd4b	mm
cell-type_Myeloid	Rab31	mm
cell-type_Myeloid	Slc8a1	mm
cell-type_Myeloid	Ms4a6b	mm
cell-type_Myeloid	Ms4a6d	mm
cell-type_Myeloid	Ms4a6c	mm
cell-type_Myeloid	Mertk	mm
cell-type_Myeloid	Slco2b1	mm
cell-type_Myeloid	Lgmn	mm
cell-type_Myeloid	Colec12	mm
cell-type_Myeloid	Fmn1	mm
cell-type_Myeloid	Slc1a3	mm
cell-type_Myeloid	Pdk4	mm
cell-type_Myeloid	Hdac9	mm
cell-type_Myeloid	Slc9a9	mm
cell-type_Myeloid	P2ry14	mm
cell-type_Myeloid	Lyve1	mm
cell-type_Perivascular	Rgs6	mm
cell-type_Perivascular	Kcnab1	mm
cell-type_Perivascular	Col25a1	mm
cell-type_Perivascular	Adgrl3	mm
cell-type_Perivascular	Prkg1	mm
cell-type_Perivascular	Itga8	mm
cell-type_Perivascular	Ebf2	mm
cell-type_Perivascular	Gucy1a2	mm
cell-type_Perivascular	Pde3a	mm
cell-type_Perivascular	Rcan2	mm
cell-type_Perivascular	Fhl5	mm
cell-type_Perivascular	Dlc1	mm
cell-type_Perivascular	Ryr2	mm
cell-type_Perivascular	Pdgfrb	mm
cell-type_Perivascular	Chsy3	mm
cell-type_Tcell	Skap1	mm
cell-type_Tcell	Arhgap15	mm
cell-type_Tcell	Themis	mm
cell-type_Tcell	Ikzf1	mm
cell-type_Tcell	Parp8	mm
cell-type_Tcell	Cd247	mm
cell-type_Tcell	Stat4	mm
cell-type_Tcell	Cd96	mm
cell-type_Tcell	Itk	mm
cell-type_Tcell	Ankrd44	mm
cell-type_Tcell	Aoah	mm
cell-type_Tcell	Camk4	mm
cell-type_Tcell	Bcl11b	mm
cell-type_Tcell	Card11	mm
cell-type_Vascular	Mecom	mm
cell-type_Vascular	Btnl9	mm
cell-type_Vascular	Mctp1	mm
cell-type_Vascular	Ptprb	mm
cell-type_Vascular	Ldb2	mm
cell-type_Vascular	Ano2	mm
cell-type_Vascular	Epas1	mm
cell-type_Vascular	Cd36	mm
cell-type_Vascular	Ablim3	mm
cell-type_Vascular	Enpp2	mm
cell-type_Vascular	Ptprm	mm
cell-type_Vascular	Emcn	mm
cell-type_Vascular	Flt1	mm
cell-type_Vascular	Prex2	mm
cell-type_Vascular	Plcb4	mm
cell-state_Basal	Tagln	mm
cell-state_Basal	Krt14	mm
cell-state_Basal	Acta2	mm
cell-state_Basal	Tpm2	mm
cell-state_Basal	Krt17	mm
cell-state_Basal	Dst	mm
cell-state_Basal	Mylk	mm
cell-state_Basal	Cxcl14	mm
cell-state_Basal	Krt5	mm
cell-state_Basal	Apoe	mm
cell-state_Basal	Sparcl1	mm
cell-state_Basal	Actg2	mm
cell-state_Basal	Cald1	mm
cell-state_Basal	Cnn1	mm
cell-state_Basal	Myl9	mm
cell-state_Basal	Nnmt	mm
cell-state_LumHR-SCGB	Scgb2a2	mm
cell-state_LumHR-SCGB	Pip	mm
cell-state_LumHR-SCGB	Scgb3a1	mm
cell-state_LumHR-SCGB	Serpina1a	mm
cell-state_LumHR-SCGB	Serpina1d	mm
cell-state_LumHR-SCGB	Serpina1b	mm
cell-state_LumHR-SCGB	Serpina1e	mm
cell-state_LumHR-SCGB	Serpina1c	mm
cell-state_LumHR-SCGB	Tfpi2	mm
cell-state_LumHR-SCGB	Apod	mm
cell-state_LumHR-SCGB	Cp	mm
cell-state_LumHR-SCGB	Krt23	mm
cell-state_LumHR-SCGB	Hmgb3	mm
cell-state_LumHR-SCGB	Saa2	mm
cell-state_LumHR-SCGB	Saa1	mm
cell-state_LumHR-SCGB	Mgp	mm
cell-state_LumHR-SCGB	Car2	mm
cell-state_LumHR-SCGB	Tat	mm
cell-state_LumHR-SCGB	Sod2	mm
cell-state_LumHR-SCGB	Cited1	mm
cell-state_LumHR-SCGB	Cyp4x1	mm
cell-state_LumHR-SCGB	Tnfsf10	mm
cell-state_LumHR-SCGB	Ccl2	mm
cell-state_LumHR-active	Cxcl13	mm
cell-state_LumHR-active	Dio2	mm
cell-state_LumHR-active	Tff3	mm
cell-state_LumHR-active	Mybpc1	mm
cell-state_LumHR-active	Ereg	mm
cell-state_LumHR-active	Slc26a3	mm
cell-state_LumHR-active	Pthlh	mm
cell-state_LumHR-active	Fasn	mm
cell-state_LumHR-active	Tff1	mm
cell-state_LumHR-active	Plcg2	mm
cell-state_LumHR-active	Pnmt	mm
cell-state_LumHR-active	Car2	mm
cell-state_LumHR-active	Gstm5	mm
cell-state_LumHR-active	Kcnma1	mm
cell-state_LumHR-active	Nnmt	mm
cell-state_LumHR-active	Efhd1	mm
cell-state_LumHR-active	Rgs1	mm
cell-state_LumHR-major	S100a6	mm
cell-state_LumHR-major	Tnfrsf11b	mm
cell-state_LumHR-major	Fam107b	mm
cell-state_LumHR-major	Itga2	mm
cell-state_LumHR-major	AA467197	mm
cell-state_LumHR-major	Sytl4	mm
cell-state_LumHR-major	Tuba1c	mm
cell-state_LumHR-major	Ier5	mm
cell-state_LumHR-major	Nfkbia	mm
cell-state_LumHR-major	Rbp1	mm
cell-state_LumHR-major	Sytl2	mm
cell-state_LumHR-major	Krt8	mm
cell-state_LumHR-major	Atp1b1	mm
cell-state_LumHR-major	Spink1	mm
cell-state_LumHR-major	Pawr	mm
cell-state_LumHR-major	Hmga1	mm
cell-state_LumHR-major	Hmga1b	mm
cell-state_LumHR-major	Arid5b	mm
cell-state_LumHR-major	Tnfrsf12a	mm
cell-state_LumHR-major	S100a14	mm
cell-state_LumSec-HLA	Ccl20	mm
cell-state_LumSec-HLA	Sat1	mm
cell-state_LumSec-HLA	Cd74	mm
cell-state_LumSec-HLA	Tmsb4x	mm
cell-state_LumSec-HLA	Hspb1	mm
cell-state_LumSec-HLA	Rbp1	mm
cell-state_LumSec-HLA	Slpi	mm
cell-state_LumSec-HLA	Crabp2	mm
cell-state_LumSec-HLA	Ier3	mm
cell-state_LumSec-HLA	Sparcl1	mm
cell-state_LumSec-HLA	H2-Eb2	mm
cell-state_LumSec-HLA	Nfkbia	mm
cell-state_LumSec-HLA	Selenom	mm
cell-state_LumSec-HLA	H2-Ea-ps	mm
cell-state_LumSec-HLA	Sncg	mm
cell-state_LumSec-HLA	Serpinb1a	mm
cell-state_LumSec-HLA	Serpinb1b	mm
cell-state_LumSec-HLA	Serpinb1c	mm
cell-state_LumSec-HLA	Anxa1	mm
cell-state_LumSec-KIT	Plcg2	mm
cell-state_LumSec-KIT	Mafb	mm
cell-state_LumSec-KIT	Sox4	mm
cell-state_LumSec-KIT	Jun	mm
cell-state_LumSec-KIT	Hes1	mm
cell-state_LumSec-KIT	Hexim1	mm
cell-state_LumSec-KIT	Fosb	mm
cell-state_LumSec-KIT	Gm13547	mm
cell-state_LumSec-KIT	Fos	mm
cell-state_LumSec-KIT	Slc38a2	mm
cell-state_LumSec-KIT	Ier5l	mm
cell-state_LumSec-KIT	Hspa2	mm
cell-state_LumSec-KIT	Nr4a1	mm
cell-state_LumSec-KIT	Hspa1b	mm
cell-state_LumSec-KIT	Hspa1a	mm
cell-state_LumSec-KIT	Igkc	mm
cell-state_LumSec-basal	Ptn	mm
cell-state_LumSec-basal	Wfdc2	mm
cell-state_LumSec-basal	Mgp	mm
cell-state_LumSec-basal	Rarres1	mm
cell-state_LumSec-basal	Scgb2a2	mm
cell-state_LumSec-basal	Krt6b	mm
cell-state_LumSec-basal	Krt6a	mm
cell-state_LumSec-basal	Gm5414	mm
cell-state_LumSec-basal	S100a8	mm
cell-state_LumSec-basal	Ccl2	mm
cell-state_LumSec-basal	S100a6	mm
cell-state_LumSec-basal	Gm5849	mm
cell-state_LumSec-basal	Krt14	mm
cell-state_LumSec-basal	Krt17	mm
cell-state_LumSec-basal	S100a10	mm
cell-state_LumSec-basal	Lcn2	mm
cell-state_LumSec-basal	Krt23	mm
cell-state_LumSec-basal	Ltf	mm
cell-state_LumSec-lac	Lalba	mm
cell-state_LumSec-lac	Csn1s1	mm
cell-state_LumSec-lac	Csn2	mm
cell-state_LumSec-lac	Csn3	mm
cell-state_LumSec-lac	9530003J23Rik	mm
cell-state_LumSec-lac	Spp1	mm
cell-state_LumSec-lac	Igkc	mm
cell-state_LumSec-lac	Ltf	mm
cell-state_LumSec-lac	Igha	mm
cell-state_LumSec-lac	Fabp3	mm
cell-state_LumSec-lac	Sbpl	mm
cell-state_LumSec-lac	Clu	mm
cell-state_LumSec-lac	Plin2	mm
cell-state_LumSec-lac	Xdh	mm
cell-state_LumSec-lac	S100a1	mm
cell-state_LumSec-lac	Pigr	mm
cell-state_LumSec-lac	H2-Ea-ps	mm
cell-state_LumSec-lac	Cel	mm
cell-state_LumSec-lac	Nupr1	mm
cell-state_LumSec-major	Scgb3a1	mm
cell-state_LumSec-major	Cyp24a1	mm
cell-state_LumSec-major	Msmo1	mm
cell-state_LumSec-major	Mmp7	mm
cell-state_LumSec-major	Tm4sf1	mm
cell-state_LumSec-major	Hmgcs1	mm
cell-state_LumSec-major	Pdcd4	mm
cell-state_LumSec-major	Calm4	mm
cell-state_LumSec-major	Calm5	mm
cell-state_LumSec-major	Jund	mm
cell-state_LumSec-major	Gm10260	mm
cell-state_LumSec-major	Rack1	mm
cell-state_LumSec-major	Idi1	mm
cell-state_LumSec-major	Rps21	mm
cell-state_LumSec-major	Fam3b	mm
cell-state_LumSec-major	Dbi	mm
cell-state_LumSec-major	Pigr	mm
cell-state_LumSec-major	Rps8	mm
cell-state_LumSec-major	Rps28	mm
cell-state_LumSec-major	mt-Nd6	mm
cell-state_LumSec-myo	Acta2	mm
cell-state_LumSec-myo	Tagln	mm
cell-state_LumSec-myo	Dst	mm
cell-state_LumSec-myo	Tpm2	mm
cell-state_LumSec-myo	Mylk	mm
cell-state_LumSec-myo	Krt14	mm
cell-state_LumSec-myo	Cxcl14	mm
cell-state_LumSec-myo	Krt17	mm
cell-state_LumSec-myo	Apoe	mm
cell-state_LumSec-myo	Sparcl1	mm
cell-state_LumSec-myo	Cnn1	mm
cell-state_LumSec-myo	Actg2	mm
cell-state_LumSec-myo	Myl9	mm
cell-state_LumSec-myo	Nnmt	mm
cell-state_LumSec-myo	Igfbp2	mm
cell-state_LumSec-myo	Thbs1	mm
cell-state_LumSec-myo	Postn	mm
cell-state_LumSec-prol	Hmgb2	mm
cell-state_LumSec-prol	Tuba1b	mm
cell-state_LumSec-prol	Hmgn2	mm
cell-state_LumSec-prol	Gm10282	mm
cell-state_LumSec-prol	Top2a	mm
cell-state_LumSec-prol	Pttg1	mm
cell-state_LumSec-prol	Ube2c	mm
cell-state_LumSec-prol	Tyms	mm
cell-state_LumSec-prol	Nusap1	mm
cell-state_LumSec-prol	Pclaf	mm
cell-state_LumSec-prol	Pcna	mm
cell-state_LumSec-prol	Tubb5	mm
cell-state_LumSec-prol	Igkc	mm
cell-state_LumSec-prol	Dut	mm
cell-state_LumSec-prol	Cdk1	mm
cell-state_LumSec-prol	Cenpw	mm
cell-state_LumSec-prol	Tk1	mm
