Regulator	BCa_MCF7_first	BCa_MCF7_second	PCa_LNCaP_first	BCa_NEO_new	Perv_NEO	Perv_DTP	BCa_MCF7_first_borda	BCa_MCF7_second_borda	PCa_LNCaP_first_borda	BCa_NEO_new_borda	Perv_NEO_borda	Perv_DTP_borda	borda_count	borda_fraction
NCOA3	-0.6710536592309786	-0.08639473832893493	0.17790192987759956	-1.3460935504825475	0	0	36	66	180	13	137.5	122	554.5	0.2678743961352657
NCOR1	-0.5729954823839453	-0.2931762723256846	-0.4339909442863831	-6.596897815869211	0	0	43	31	11	6	137.5	122	350.5	0.16932367149758454
NCOR2	-0.12983797004510336	-0.06551875020235627	0.15207939132484152	0.030677845647853336	0	0	114	71	165	90	137.5	122	699.5	0.33792270531400964
NEUROD1	0.5117061004722548	0.20707689846434849	0.4043731446754127	1.2168343211760297	-0	1.6172557628846898	271	211	279	178	137.5	263	1339.5	0.6471014492753623
NFAT5	0.8852273338743791	0.3675972148962096	0.3656046059444033	2.8864217044776934	0	0	319	280	264	216	137.5	122	1338.5	0.6466183574879227
NFATC1	0.8115722488684192	0.5340379520628756	0.1578615489016486	37.93778977693603	2.3221490825541626	0.8411074965976993	313	319	172	320	299	241	1664	0.8038647342995169
NFATC2	0.761069308339972	0.6248872174566606	0.0871298009958219	31.894231410661003	0	0	306	332	131	314	137.5	122	1342.5	0.6485507246376812
NFATC3	-1.6710327359712849	-0.1392907218549607	0.7462115692464012	3.9786959895923246	0	0	14	51	330	227	137.5	122	881.5	0.42584541062801934
NFATC4	-2.1463271664725916	-0.502196840515444	0.1944520182629479	0.0038458641123392417	0	0	5	11	194	69	137.5	122	538.5	0.26014492753623186
NFE2L2	0.5170939186928097	-0.0298559350336555	0.23974193726341664	0.31446886179180955	0	0	274	90	217	136	137.5	122	976.5	0.4717391304347826
NFIA	-1.2479433165832414	-0.452101923727045	-0.7251865170147256	0.3060756239008362	-0	1.1440973702696229	19	15	3	134	137.5	252	560.5	0.2707729468599034
NFIB	0.2386759736071133	-0.06650663251624139	-0.054991514762837423	2.1189303385856832	0	0	206	70	72	195	137.5	122	802.5	0.38768115942028986
NFIC	0.7250392270838381	0.5614894822288875	-0.07594199156810799	2.542550249167405	-0	-1.6014637181136264	300	325	63	211	137.5	13	1049.5	0.5070048309178744
NFKB	-0.16498892947734026	0.5073669664216035	0.3528449669520506	115.64020138683368	0	0	104	312	260	339	137.5	122	1274.5	0.6157004830917875
NFKB1	0.2311847195572634	0.4588636043876478	0.5075535411125074	130.8530260056341	6.454455692597135	8.782769396098509	204	305	297	342	335	335	1818	0.8782608695652174
NFKB2	0.28919452078019386	0.3703052256844317	0.42691855264552214	18.37562069396807	-0	2.8018218336595755	220	281	283	301	137.5	281	1503.5	0.726328502415459
NFYA	-0.27413454298541934	-0.5421440260252047	0.9541310615622236	0.26847983015495464	0	0	78	8	338	129	137.5	122	812.5	0.392512077294686
NFYB	0.44378044526940413	-0.00791342536933536	0.08215394838224044	7.982682771189218	0.16163286069525354	-1.6084521289763358	258	98	129	264	250	12	1011	0.48840579710144927
NFYC	0.05531582797231951	-0.28356611868888243	0.48936124032195377	0.06980502901269928	-0	0.07479857024222127	156	32	292	100	137.5	215	932.5	0.4504830917874396
NKX2-1	-0.17104856252772965	-0.06485613361094526	-0.1766045624010981	0.017386161571135123	0	0	103	72	34	81	137.5	122	549.5	0.2654589371980676
NKX2-5	0.4634509374753065	0.17305401798145856	0.2328283985522771	3.267660314116356	0	0	263	193	215	221	137.5	122	1151.5	0.556280193236715
NKX3-1	0.11091576175759026	-0.09358418409849968	-0.15510330453763344	3.884886015780847	0	0	173	65	37	226	137.5	122	760.5	0.3673913043478261
NOTCH1	0.34947718774981384	0.10681968077683816	0.3239186524969916	1.7654714175097883	0	0	241	158	248	191	137.5	122	1097.5	0.5301932367149759
NR0B1	-0.07397144247577063	-0.2107538015704231	0.12098636611860164	-0.3217803073190143	0	0	128	42	150	32	137.5	122	611.5	0.29541062801932366
NR0B2	0.636952371967606	0.19487298848177365	0.37336395741524264	5.785122603645893	0	0	295	207	267	244	137.5	122	1272.5	0.6147342995169082
NR1D1	0.05700622522970363	0.3943104069019084	-0.08100199389926288	0.003569998965527017	0	0	157	289	59	68	137.5	122	832.5	0.40217391304347827
NR1H2	0.2523622566096002	0.10210422198266716	0.8918029178073392	2.39505779518263	-0	0.1167597599283329	212	154	337	204	137.5	216	1260.5	0.6089371980676328
NR1H3	0.7396197741529044	0.30247196417417677	1.2478577013641845	0.25290603999651584	-0	0.8446925884249772	302	255	342	125	137.5	242	1403.5	0.6780193236714975
NR1H4	0.19498588597427471	0.06420744526422699	0.3977500127682961	0.2687366408067573	-0	0.17951992603599895	193	135	276	130	137.5	219	1090.5	0.5268115942028986
NR1I2	-0.15862840492759311	0.05161261528112088	0.1267004197626274	0.0023529967541683367	2.093401247992027	3.0975533456638003	107	126	156	66	295	284	1034	0.4995169082125604
NR1I3	0.03221420296769888	0.2814513731571467	0.2586466213348627	-0.7543221938985197	0	0	149	247	227	20	137.5	122	902.5	0.4359903381642512
NR2C2	0.33161178539247343	0.05959933019226628	0.7696236454657361	2.2249147902988566	-3.3265923785084133	-6.368099736534506	236	132	332	198	4	4	906	0.43768115942028984
NR2F1	0.06368489198118159	0.19175740562048155	-0.1885219724555367	0.26503744570403226	2.6327250153092088	0.30009432570919076	161	204	30	127	305	224	1051	0.5077294685990338
NR2F2	0.12766373763678643	-0.02176948445279202	0.27536929664870663	-0.05614908202801262	0	0	181	92	233	43	137.5	122	808.5	0.39057971014492754
NR3C1	0.02560477504589566	0.24169865400367507	0.06399717879067601	10.430718937714389	0	0	147	226	119	277	137.5	122	1028.5	0.4968599033816425
NR3C2	-0.10222244594466136	0.09634976274300622	0.2310057557878392	24.900598726876634	0	0	120	150	214	308	137.5	122	1051.5	0.5079710144927536
NR4A1	0.5496306570782497	0.10152506522540931	0.1995641682176616	3.4880601372815434	1.9683051675979335	0.32921678077532357	282	153	198	223	292	226	1374	0.663768115942029
NR4A2	-0.03863006375900901	0.10921798144596263	0.5018791058964183	0.5985182652324756	0	0	134	160	295	151	137.5	122	999.5	0.48285024154589373
NR4A3	-0.15997442224517394	-0.09609859022561046	0.0109283998462345	2.5059541298280186	0	0	106	63	97	207	137.5	122	732.5	0.3538647342995169
NR5A1	0.1476611575292603	0.3326832289847353	0.21457540684361423	8.191346979680932e-4	0	0	185	270	205	59	137.5	122	978.5	0.4727053140096618
NR5A2	-3.1367412672712685	-0.71778119740184	0.5529561278402765	-0.10016710525304802	0.8040933878269442	1.6953807365828828	0	2	310	41	266	265	884	0.4270531400966184
NRF1	-0.5735695781196908	-0.15837955800835968	-0.29662157913396925	0.052815285024262644	-1.869439090596689	-0.4119263729149993	42	47	21	97	9	20	236	0.11400966183574879
OTX2	-0.330180939826138	-0.01687087761494675	0.15080273686545542	0.027299191929209005	2.0551753886328554	-0.113407674422187	71	95	164	87	294	28	739	0.3570048309178744
PAX2	-0.1351297645408483	-0.10313970296392604	0.19253461336366232	-0.025515035253786844	0	0	113	59	193	48	137.5	122	672.5	0.3248792270531401
PAX3	0.4706307107319068	0.2858532959864858	-0.20315116447156456	20.451107414521918	0	0	264	249	28	304	137.5	122	1104.5	0.5335748792270532
PAX5	0.7331350579569601	0.15389671473956543	0.3577319967261675	36.23176180967773	0.9832488468146097	1.201940353760326	301	184	262	316	276	255	1594	0.770048309178744
PAX6	0.6623217772310671	0.3828962133536066	0.3892394581324222	12.62469471006058	0	0	297	286	271	287	137.5	122	1400.5	0.6765700483091788
PAX8	-0.2197754037936535	0.31569861122724885	-0.0247821375286576	0.04114697463847046	0	0	90	265	85	94	137.5	122	793.5	0.38333333333333336
PBX1	0.2940498723865569	0.06877099245091102	0.3297114143252965	2.436522660699161	0	0	222	136	251	205	137.5	122	1073.5	0.5185990338164251
PDX1	0.23089687745913215	0.31353523445210174	0.1439762545404167	-0.03423960172218275	1.2942816757311346	3.602533967632453	203	264	162	46	286	297	1258	0.6077294685990338
PGR	1.329024250603897	0.4878672998248494	-0.08886145625210884	2.831256021651114	0	0	334	310	57	212	137.5	122	1172.5	0.5664251207729468
PITX1	0.12069908964371329	-0.16924419866837928	-0.11469517539216988	2.5369967091022887	0	0	178	45	47	209	137.5	122	738.5	0.3567632850241546
PITX2	-0.03287549695589922	-0.04011119301890279	0.3665001356650329	29.702887352909112	0	0	137	84	265	312	137.5	122	1057.5	0.5108695652173914
PML	0.3443767657024436	-0.15569590344404968	0.06601609968408143	-0.7162675208472428	0	0	239	48	122	23	137.5	122	691.5	0.33405797101449275
POU1F1	-0.13624900718035107	0.0267907536189104	-0.2430320711614754	-0.7223777206579541	0	0	112	116	26	22	137.5	122	535.5	0.25869565217391305
POU2F1	-0.6436408946425224	-0.36003238137006055	-0.05014021708416061	0.015678861783507626	0.3454406513890975	0.5174237749691379	38	24	75	79	253	231	700	0.33816425120772947
POU2F2	-0.3924908649000373	-0.2049673886858123	0.02449120586017705	5.441928540127951	0	0	60	43	104	240	137.5	122	706.5	0.34130434782608693
POU3F1	-0.1993048645794624	0.09798340186730586	-0.07734775696244839	2.123891926698882	0	0	100	151	61	196	137.5	122	767.5	0.37077294685990336
POU4F1	-0.425834470157244	0.1268410026141891	0.3735798327840665	1.3192766742092747	0	0	55	172	268	180	137.5	122	934.5	0.4514492753623188
POU4F2	-0.30423326257776717	0.02367753265179089	0.5513960338156902	-0.44193894094580266	0.8909018383513851	5.124167414174349	74	113	308	28	272	320	1115	0.538647342995169
POU5F1	-0.6908952845084171	-0.3910445547646764	-0.10071927566459205	-0.020191293611743526	1.075207504758029	1.9278494266832666	34	20	52	49	280	269	704	0.34009661835748795
PPARA	-0.9436589849681212	-0.14870867820164854	0.05181141737003503	3.761724332007494	0.558441934057392	0.3051629369015658	25	49	114	225	261	225	899	0.43429951690821256
PPARD	0.260333052128787	0.21189396151315715	0.05667020261516664	14.662795602298537	0.368577269947578	5.136776533492137	213	213	116	293	255	322	1412	0.6821256038647343
PPARG	0.08490774479540913	-0.03638967403500288	0.07871237071056508	2.832478602854103	4.971739601748935	2.892451518947534	170	87	128	213	329	283	1210	0.5845410628019324
PPARGC1A	-0.24252995159221488	-0.23447438286773525	-0.4310632963272729	0.020490489990654646	0	0	88	37	12	83	137.5	122	479.5	0.2316425120772947
PRDM1	-0.1433455331434186	-0.04029663990289752	0.19622294447076136	0.003164557755194815	2.47772139078609	6.437630915246141	111	83	195	67	303	325	1084	0.523671497584541
PURA	0.21011274104152783	0.07110073988142075	-0.10018827285724524	0.9868818399323656	0	0	198	137	53	165	137.5	122	812.5	0.392512077294686
RARA	0.8639738747632485	0.7578968352039797	0.6912352755322173	3.3688582762428094	0.07533613151738305	3.6258489488144185	318	340	326	222	248	298	1752	0.8463768115942029
RARB	0.21348902445242424	0.11487170498733656	0.207938491510658	0.20737798540652888	1.5398766378050233	2.495672195846535	199	165	204	118	288	278	1252	0.6048309178743961
RARG	0.12014502595803032	0.27601313976734443	0.207709907224082	0.07209493732372474	-0.8537234331058027	5.715202372546819	177	242	203	101	18	323	1064	0.5140096618357488
RB1	0.21820249653418913	-0.07904560050661302	0.2885627231035892	0.045961040489713105	0	0	201	67	237	96	137.5	122	860.5	0.4157004830917874
RBPJ	0.07798902594079965	0.3389558579864289	0.09374545249894473	19.604006942754708	0.8150517213680138	0.27488164451450375	166	273	137	302	268	223	1369	0.6613526570048309
REL	1.3845830995855388	0.44132803293348055	0.5976790681269649	14.82731593419021	0	0	337	300	318	294	137.5	122	1508.5	0.728743961352657
RELA	0.4571543555389397	0.6994640549432525	0.5490255010453153	194.34985563850714	9.130051011201772	10.449398290456276	261	336	306	344	342	338	1927	0.9309178743961353
RELB	0.02613186377835807	0.22729671376403107	0.3344939706466048	4.632849805154152	0	0	148	219	252	231	137.5	122	1109.5	0.5359903381642512
REST	-0.45967157139777326	-0.3278560171130071	-0.4286916427498402	-7.484919460727394e-4	0	0	52	27	13	57	137.5	122	408.5	0.19734299516908213
RFX1	0.7993544266596575	0.18047593401197137	0.49528217044569056	0.09352000085265585	-0	1.448794921656804	311	197	294	104	137.5	260	1303.5	0.6297101449275362
RFX5	0.31022328026344553	0.04613261143429049	0.1228117261959184	2.442294841936889	5.291280094818872	3.7762470422888397	225	124	151	206	331	303	1340	0.6473429951690821
RORA	-1.1307440268152915	-0.37308245068625473	0.27181141721867624	-0.017511325547974185	0	0	21	23	232	51	137.5	122	586.5	0.2833333333333333
RUNX1	0.6347780687349269	0.3406931007313642	0.43131668250979793	92.3604870360236	-0.3611068288723515	0.5882324682410673	294	274	284	337	25	238	1452	0.7014492753623188
RUNX2	0.11867266617748295	0.03876342341362254	-0.01087985886855458	0.1483065650054087	1.2635611499201729	3.3056728345664657	175	121	92	111	284	289	1072	0.5178743961352656
RUNX3	0.90550063000586	0.10831877139557568	0.3020456516046842	0.697000887136182	0	0	323	159	242	157	137.5	122	1140.5	0.5509661835748793
RXRA	0.03952035376438095	0.05219345778535917	-0.06924946571701907	0.007007428219433067	0	0	152	127	66	74	137.5	122	678.5	0.3277777777777778
SATB1	0.5276548232464578	-0.26584815092675795	0.190473451398388	0.16437949816177908	0.04023321121479387	8.449074790950018	277	33	190	113	246	334	1193	0.576328502415459
SATB2	0.19979334341406055	0.14248053344857817	0.04532282067822701	-0.004261523325825323	0	0	195	180	112	55	137.5	122	801.5	0.38719806763285025
SFPQ	0.16800711084121062	-0.05689468122820403	-0.17930858552263684	3.595165843220219	0	0	188	76	33	224	137.5	122	780.5	0.37705314009661833
SIRT1	0.14140557152893013	0.03552989531269738	-0.05376909729580831	0.6396115017048541	0	0	184	118	73	152	137.5	122	786.5	0.379951690821256
SKIL	-0.4626194006853048	-0.14077091188130067	-0.0091132814648106	0.01732749914646419	0	0	51	50	94	80	137.5	122	534.5	0.25821256038647344
SMAD1	1.058737548419693	0.8104657662090419	0.06322739923647025	7.47100050950966	-0	2.7380928808037166	328	341	118	258	137.5	279	1461.5	0.7060386473429952
SMAD2	0.35754143014992285	0.4450620503301419	0.3149616460388338	40.23232684744294	0	0	243	302	246	321	137.5	122	1371.5	0.66256038647343
SMAD3	0.804963744469051	0.5071602647185491	0.6859186930809692	75.8189022077824	7.740051419646702	3.968547635514405	312	311	325	334	338	308	1928	0.9314009661835749
SMAD4	0.5517232645466557	0.47221293614134136	0.4801562433492568	14.417039897682654	2.541431122139749	3.55617406042293	283	307	291	291	304	294	1770	0.855072463768116
SMAD5	0.9044857541669926	0.42222968083417783	0.30490216414756754	1.3203546135156865	0	0	322	294	243	181	137.5	122	1299.5	0.6277777777777778
SMAD6	-0.3920415257136874	-0.2356942074394843	0.08749281240642806	0.9797610248310024	0	0	61	36	132	164	137.5	122	652.5	0.31521739130434784
SMAD7	-0.199855668913299	-0.03449061753106845	-0.01795061391187225	0.0011918533667346035	0	0	98	89	88	60	137.5	122	594.5	0.2871980676328502
SMARCA1	-0.6171088752789952	-0.38442306872124593	-0.3619954745522728	0.07579217768021833	0	0	40	22	18	102	137.5	122	441.5	0.21328502415458936
SNAI1	0.5042191933979361	0.2798001218810073	0.35263060235197585	8.04232508268535	-0	1.3806921185100995	268	246	259	265	137.5	258	1433.5	0.692512077294686
SNAI2	0.6048306661135371	-0.45277638131842446	-0.3224375504776147	7.704797638458651	0.8366164583019241	-0.6042360222759859	290	14	20	259	270	18	871	0.4207729468599034
SOX10	0.3364927245041225	0.20053591965548123	0.2678961012816734	4.902041580725433	0.4781702982044217	-0	237	208	230	237	257	122	1291	0.6236714975845411
SOX17	-0.25061326305586895	-0.2944223362867516	0.01156187064182012	0.027422118748298047	0	0	85	30	98	88	137.5	122	560.5	0.2707729468599034
SOX2	0.3141672151484867	0.24550001376549743	0.10365708275523522	0.40732244720277194	0	0	226	229	143	143	137.5	122	1000.5	0.48333333333333334
SOX4	0.524116269107901	0.23987960849045412	0.453129447053338	2.9330602796417296	0	0	276	224	289	218	137.5	122	1266.5	0.6118357487922705
SOX5	0.04752752756800032	0.15574883993669655	0.01839892098736029	0.7145618104235885	0	0	154	186	102	159	137.5	122	860.5	0.4157004830917874
SOX6	0.5921875556676943	0.02595834199292083	0.10428582415304866	8.771778161302803	-0	-0.1272783725440818	289	115	144	274	137.5	27	986.5	0.47657004830917876
SOX9	-0.08878508699126238	0.11307917052148687	0.176857828870856	2.5349989223310034	0	0	122	164	179	208	137.5	122	932.5	0.4504830917874396
SP1	-0.7570473300279214	0.1803738413113165	0.5021051668532177	52.00163287848788	8.210567045020317	7.522855717744948	30	196	296	326	339	330	1517	0.7328502415458937
SP2	-0.27025681617045844	0.18792940984187131	-0.183774437556248	-4.9001247879851e-4	0	0	80	200	31	58	137.5	122	628.5	0.3036231884057971
SP3	-0.2782668224873096	0.00646788449555002	0.4440737440442698	15.751994623021103	3.3419195706725016	3.4504091409413524	76	105	288	297	312	292	1370	0.6618357487922706
SP4	-0.682018059488826	-0.13533716436603171	-0.09429800084814896	-0.9318593760852366	-0.03744616115371521	0.996751156392153	35	52	54	18	30	245	434	0.20966183574879227
SP7	0.4035676056812747	0.22142974128589477	0.1610429355724401	2.5375062297280286	0	0	254	218	175	210	137.5	122	1116.5	0.5393719806763285
SPDEF	0.3611552050403406	0.20907185251136168	0.6231920142602335	-1.0739965556797688	0	0	244	212	321	16	137.5	122	1052.5	0.5084541062801933
SPI1	0.8301902373931703	0.4401462318616494	0.5842315041374078	194.72676963586613	8.867320427017958	3.2877571684034144	314	298	314	345	341	288	1900	0.9178743961352657
SREBF1	-0.2159365557004313	-0.5461046876457454	1.8397962027807435	14.571335906338646	-0	-1.9986667207078708	92	6	345	292	137.5	9	881.5	0.42584541062801934
SREBF2	-0.2002856946580244	-0.4847539493683018	1.6143605988631808	-0.45913970230401013	-0	-2.724688353661296	97	13	344	27	137.5	7	625.5	0.30217391304347824
SRF	0.3549024516168591	0.5971400221966365	0.189575615014388	36.51442773149122	0	0	242	331	189	317	137.5	122	1338.5	0.6466183574879227
SRY	0.07812473720325819	0.1168128365820439	-0.17153864048529915	-0.4328934926167369	0	0	167	167	36	31	137.5	122	660.5	0.31908212560386473
SSRP1	0.34580165879869607	0.31089478371902474	0.26270898299833845	12.667600991620718	0	0	240	262	228	288	137.5	122	1277.5	0.6171497584541062
STAT1	1.528382425400188	0.5846987009666542	0.5374646078460132	52.174609166076785	2.254934009525715	15.453268589527125	339	330	303	327	298	342	1939	0.9367149758454106
STAT2	1.0920688522819684	0.3776463158679644	0.5526182657586404	10.75685112060513	-0	1.911259566858134	329	284	309	278	137.5	268	1605.5	0.7756038647342995
STAT3	0.14892628657945378	0.550040462406842	0.15389004699369443	53.884751784080926	4.447880350271411	9.753648388778423	187	323	168	328	324	337	1667	0.8053140096618358
STAT4	0.3860610726940117	0.2025006491173207	-0.07803310381981926	6.917732712892543	0	0	248	209	60	253	137.5	122	1029.5	0.49734299516908215
STAT5A	0.37861394641335266	0.3088086801604422	0.39413767768558405	33.58700883089547	-0.7136656596674893	4.047760489489294	246	261	273	315	21	309	1425	0.6884057971014492
STAT5B	-0.21686919660913173	0.09113713978765564	0.34407856027694983	1.1745865515666167	0	0	91	147	258	177	137.5	122	932.5	0.4504830917874396
STAT6	0.00674368387624909	1.0997577614212226	0.3546706719170243	56.75246362640809	0	0	142	345	261	330	137.5	122	1337.5	0.6461352657004831
TAF1	0.0622919717911825	0.17216303393074478	0.07729409220429184	-0.0016921418166404296	0	0	160	191	127	56	137.5	122	793.5	0.38333333333333336
TAL1	-0.08581995184278916	0.09363888120742694	0.2981850540792701	0.2842322697348119	0	0	123	149	240	131	137.5	122	902.5	0.4359903381642512
TBP	-0.12837875381584538	-0.00279973598847168	-0.12760421252684218	8.043004397738985	0.22493264030467502	3.9046833008283497	115	102	44	266	251	307	1085	0.5241545893719807
TBPL1	0.17501529557285814	0.04024702886789866	0.10440665881907152	0.004261963790651708	0	0	189	122	145	70	137.5	122	785.5	0.3794685990338164
TBX15	-0.08245846638136287	-0.00379916138207097	-0.1131235487695671	0.3673355232993206	0	0	124	101	48	141	137.5	122	673.5	0.3253623188405797
TBX2	-0.2560066516004459	0.104972252494927	-0.14298098312334528	-1.920426878206257	0	0	84	156	41	9	137.5	122	549.5	0.2654589371980676
TBX21	0.387895928047648	0.07398882837478878	0.05370983378467664	15.066861661972235	3.542097927319745	0.4683473313567787	249	140	115	295	316	229	1344	0.6492753623188405
TBX5	-0.06572318036453875	0.05984796619130202	0.19154068677641256	2.2066338561623198	0	0	131	133	192	197	137.5	122	912.5	0.44082125603864736
TCF12	-0.00127894090389637	0.0085291953997307	-0.011921669261539	0.33087540807256394	3.408168639421695	2.7434971316520467	140	107	91	139	313	280	1070	0.5169082125603864
TCF3	0.04697974008521844	0.2696802895277362	0.07728829277174265	8.709115241429235	0	0	153	238	126	272	137.5	122	1048.5	0.5065217391304347
TCF4	0.03302572085238271	0.2316086593999268	0.2407519381040963	0.6923761622945337	4.439661390857233	4.9100900857896885	150	220	218	156	323	317	1384	0.6685990338164252
TCF7	-0.6362501166212902	0.14101884516504787	-0.09179689825965508	-0.546618994283619	2.1805959919076874	4.425162710629539	39	178	55	25	296	312	905	0.43719806763285024
TCF7L2	-0.05860514994535405	0.23716014526772952	-0.14659669103259454	0.510336798897373	-0	3.725580467119304	132	223	39	149	137.5	302	982.5	0.4746376811594203
TEAD1	-0.19934164322340756	0.1101546880530782	0.24753788845378297	0.037328912111526065	6.4599284767836	39.92599132057725	99	161	222	91	336	345	1254	0.6057971014492753
TFAP2A	0.4437290979326509	0.2816697844391836	0.377618218771022	40.69765438172327	1.426079529103005	3.324032093024981	257	248	269	322	287	290	1673	0.8082125603864734
TFAP2B	0.1231620814132382	-0.01004133838871537	0.06211765536434643	4.752171615578167	0	0	179	97	117	233	137.5	122	885.5	0.42777777777777776
TFAP2C	-2.6392962442746675	-0.4886791251664463	0.17902882394459207	-6.7838366284604605	-2.474516791172006	1.426966057603791	1	12	181	5	7	259	465	0.2246376811594203
TFAP4	0.8493432386078187	0.44174617960852114	0.08792942626685499	0.32703474708793523	-1.4651728445539642	2.86585898150659	315	301	133	138	12	282	1181	0.5705314009661836
TFCP2	0.453486787063192	0.2913985931781944	0.4207021087036654	4.8483594424801115	0	0	260	251	282	236	137.5	122	1288.5	0.6224637681159421
TFDP1	-1.204045647472174	-0.45115190472200745	-0.723936154378633	-0.949825582424716	0	0	20	16	4	17	137.5	122	316.5	0.15289855072463768
THRA	-0.03560327894264631	0.05229835213680446	0.5181983916970637	1.0113948656397287	0	0	136	128	298	166	137.5	122	987.5	0.47705314009661837
THRB	0.00532166686268272	-0.07764613175684404	0.1451980024489099	1.3541098230422188	0	0	141	69	163	183	137.5	122	815.5	0.3939613526570048
TP53	2.0288530571056653	0.8203886532374145	0.5293886653923412	89.56313833993639	-2.6767930294538935	4.9439780572558885	341	342	301	336	6	318	1644	0.7942028985507247
TP63	0.9396656349031164	0.24134151059562445	0.17669566834048175	0.007037127698006308	-0	0.5350584481371617	325	225	178	75	137.5	233	1173.5	0.5669082125603865
TP73	1.1857784826197266	0.3881684014533958	0.6303884343177864	3.978875569412754	0.2757692759929305	3.6739148896927736	331	287	322	228	252	300	1720	0.8309178743961353
TTF1	0.18439157772893316	0.15807505483965337	0.18419065225655704	-0.2041828337620529	0	0	190	187	184	36	137.5	122	856.5	0.413768115942029
TWIST1	0.32836502042935006	0.30513218921932067	-0.10679256680416872	0.6748685616398381	-0	3.779288277708337	233	257	51	155	137.5	304	1137.5	0.5495169082125604
TWIST2	1.383227782131743	0.4515378482811653	0.09341492364970556	6.686134887075397	2.644274790309755	4.989346255482418	336	303	136	250	306	319	1650	0.7971014492753623
USF1	-0.7372379560035748	-0.04500887414856697	0.7902279050702159	23.631714919705207	4.976628200621688	1.2734281833299768	32	81	334	306	330	256	1339	0.6468599033816426
USF2	0.23776464591155183	0.15448306554848013	0.6012329345064427	6.596328348874749	3.6248068012115664	1.2820045626939365	205	185	319	248	319	257	1533	0.7405797101449275
VDR	0.5580589570790592	0.25273652761369464	0.12538106612419608	2.258936591587514	-0	3.539798240922334	285	234	153	199	137.5	293	1301.5	0.628743961352657
VHL	-0.511971713396624	0.15005486285710068	0.12601796149508704	-0.7987747561491692	0	0	45	182	155	19	137.5	122	660.5	0.31908212560386473
WT1	-0.01948402514211149	0.4404965551267667	-0.02015833585087012	0.24655270976453056	0.5629750916259186	3.1200593325751003	139	299	87	123	262	285	1195	0.5772946859903382
XBP1	-0.14341038664000633	0.03764311892295623	0.02532974232525942	3.028621032264015	0	0	110	120	106	219	137.5	122	814.5	0.3934782608695652
YBX1	1.3742515415556191	0.3538023332644886	0.31252567109964224	5.724011182799625	-1.546374570331956	-2.831379875849544	335	278	245	243	11	5	1117	0.5396135265700484
YY1	0.5156399384564976	0.05854588985473143	0.24147630017946264	0.004271702257812368	0.06826071463649823	-1.745392601345441	273	130	219	71	247	11	951	0.45942028985507244
ZBTB16	0.39525805648069784	0.05695285649537401	0.24467948450336757	2.897367162396471	0	0	251	129	220	217	137.5	122	1076.5	0.520048309178744
ZBTB17	2.37984810467152	0.6402617680994198	-0.07180396658321186	6.956079196484641	0	0	343	334	64	254	137.5	122	1254.5	0.6060386473429952
ZBTB7A	0.24742059674608535	-0.0387530101143004	0.6357967791863871	0.0065847490796421965	-0.08351104686943125	0.5786987503789774	209	85	323	73	29	236	955	0.4613526570048309
ZEB1	-0.39400550218087393	-0.0202030140578619	-0.13784236314311354	11.908349097640986	-0	0.5490931712869667	57	93	42	284	137.5	235	848.5	0.40990338164251205
ZEB2	0.3259054199435335	-0.09768525277596124	-0.04817337822804246	-0.0066655834217154465	8.660172698292792	1.5302487198475951	231	62	77	54	340	261	1025	0.49516908212560384
ZNF148	0.13659661933389666	0.08354675433985068	-0.2549058657838063	1.1304241964375283	0	0	183	144	24	172	137.5	122	782.5	0.3780193236714976
ZNF331	0.659246387731571	0.24981629558374097	0.19136499946710028	0.19402932344380674	0	0	296	233	191	116	137.5	122	1095.5	0.5292270531400967
ZNF354C	0.57772959502028	0.2948841999125222	0.38739033128855194	17.976677000605935	0	0	288	254	270	300	137.5	122	1371.5	0.66256038647343
ZNF699	-0.08168987059814166	-0.10532425579218772	-0.12600948568516235	0.1180068385746846	0	0	125	58	45	109	137.5	122	596.5	0.2881642512077295
ZNF91	0.5298565778592905	0.33728937801966213	0.2531577428530135	8.742441761358718	0	0	278	272	223	273	137.5	122	1305.5	0.6306763285024155
